,x1,x2,x3,label
0,-30.68260506891414,-17.512978975806995,30.024319817164688,1
1,-25.15159349615641,-26.60870219497111,-14.776543891295251,1
2,-18.271627422151273,-36.577770963440024,-21.61063795504436,1
3,-19.364467153004266,7.713716683979754,-14.05249758886316,1
4,-33.69242662059404,-10.426893147424591,-11.864952223071501,1
5,-16.829780647808974,-7.554358024847931,-1.5636963397903028,1
6,5.47286193764964,-7.756873592560493,6.34122135829729,1
7,-57.59609963236704,-25.509342612633304,-27.972400546808316,1
8,-29.282262298637875,-3.9358781306633706,-23.8234331327727,1
9,-60.89015714875528,-12.970319244798498,-7.951010886122293,1
10,-15.3754167496225,-27.925098224230915,-30.78597328580969,1
11,-52.6921413428441,8.41662344866684,-36.087341578954664,1
12,-43.357634700402386,-1.117307260112188,1.9159041396032155,1
13,-7.22036438624729,-18.619815507894298,13.200937158286767,1
14,-75.31261800356631,13.211853322388464,-19.29186542706022,1
15,-34.31894080429427,16.084456779780986,-55.189700409945125,1
16,-31.989293560551275,0.7530594072824126,-33.193446440097404,1
17,-12.3999753388274,-15.723353158864846,-36.5118086238075,1
18,-63.29329122270461,13.439669566045517,-5.33748655622218,1
19,-8.881224429254416,-23.072602023167455,-13.636889907810257,1
20,-22.20354308096519,-23.160410479013688,6.987015394721169,1
21,-12.01837377092232,-7.552341580209081,-12.765354421389949,1
22,-29.470052492606367,-7.846256849842348,17.75585009997149,1
23,-18.118711735160616,-20.22348805494033,-16.856279026516706,1
24,-63.0078870208689,-27.134916256050083,-17.621700473562957,1
25,-54.73971258086951,-16.781202661747912,-18.328144051035142,1
26,-59.779779908022995,-11.796548791255894,-10.471851870163405,1
27,-48.96113497853525,-4.256667101845936,-2.217688581759118,1
28,-41.835899656513504,-7.152229704945038,-1.0437301015503806,1
29,-21.799550408619766,-10.68155931886498,-32.32878002380456,1
30,20.896860456945113,-35.11742668248309,3.065884643384228,1
31,-87.55412520306155,-0.7621159790030649,-8.938564606642847,1
32,-39.96917872001202,-31.917920509792793,-22.879437883393575,1
33,-16.240492663540973,9.159547112958755,-10.320649413927141,1
34,-29.44883424710792,-38.8008601033674,-18.816827583769857,1
35,-52.559169974354404,12.664803476838006,-41.79380028232212,1
36,-48.93491008979232,-6.6417827867017385,-26.704591882221308,1
37,-61.75621359839699,-24.956285219892628,35.53909314905611,1
38,-35.45535067253447,0.8368982253654895,-24.650106574196478,1
39,4.463724227004121,-17.872591621183524,1.7697363826241492,1
40,2.964368508353843,14.687420236197152,-25.579147728407644,1
41,-58.94580958625101,-19.057916794882644,-12.166028138420105,1
42,-24.915559869538466,-2.468647819070723,-22.44249238778102,1
43,-54.854122023523495,-1.713840949376884,-13.527244967757875,1
44,-3.8307721292043944,6.207906887748145,-41.67930860039149,1
45,-42.81094460890503,-12.81957616314023,-17.963503840466615,1
46,-39.53575922782445,-2.0699821396956093,1.340831658826609,1
47,-16.759231330259105,-21.074765020015825,-8.660663059995128,1
48,5.629618251715264,-28.846470442832423,5.437975264978046,1
49,-1.7111277946768695,-26.50964113307457,-13.222296562156338,1
50,-29.17991729156814,1.7651400365342678,-1.8345818961138711,1
51,-50.14080660458162,-17.44193603072204,-18.397265183344047,1
52,-4.255396110655006,-12.714658669763283,-15.04826996190837,1
53,9.518873257363744,-20.615440510003467,9.114529370102545,1
54,-31.949597636940776,-4.549994350010576,-19.592587700558454,1
55,11.356290740815147,-26.543542019469758,-8.374335221388987,1
56,-7.834048688618299,-8.186038090107424,-32.28091272285947,1
57,-69.23539338456737,-16.999140782794832,-20.31263149055242,1
58,-86.8975105224857,7.480616060739127,1.0029384647831616,1
59,-22.575235887413037,-4.841354218166506,-16.411252134463115,1
60,-53.50522036140467,-1.3449017853515883,-30.50350125767636,1
61,-58.052329482219086,24.377943564629902,-2.564768296093095,1
62,-32.69705419100924,-26.823424971398914,22.873429211071915,1
63,-46.11367742383645,-11.41815212707613,-20.982283219412174,1
64,-56.842737197431326,17.10386592582169,-30.447012038354362,1
65,-37.836061261917614,1.1711763585201407,-13.631528160244143,1
66,-93.72601412552451,-11.89351344857356,-23.51055533366595,1
67,-26.29632648887801,-2.301275668810927,-5.184190728188101,1
